<number of tasks>
70
<cycle time>
182
<Cost of running a workstation per unit time>
0.05
<Fix start-up cost of each workstation>
8.00
<Recycling value>
1 21
2 21
3 71
4 58
5 42
6 11
7 16
8 62
9 16
10 37
11 61
12 29
13 65
14 32
15 25
16 14
17 55
18 34
19 30
20 43
21 40
22 52
23 22
24 25
25 30
26 37
27 37
28 28
29 9
30 13
31 15
32 41
33 17
34 47
35 33
36 40
37 38
38 69
39 15
40 66
41 43
42 34
43 51
44 9
45 43
46 36
47 30
48 30
49 24
50 11
51 68
52 54
53 67
54 47
55 55
56 13
57 45
58 37
59 59
60 65
61 28
62 21
63 29
64 27
65 35
66 12
67 17
68 60
69 53
70 23
<Cost of performing task>
1 36.7
2 13.9
3 10.4
4 15.6
5 14.0
6 11.3
7 20.8
8 34.4
9 32.7
10 37.7
11 27.0
12 10.7
13 14.2
14 27.2
15 25.9
16 21.7
17 8.7
18 23.2
19 23.3
20 24.3
21 37.4
22 23.7
23 31.8
24 13.7
25 32.5
26 35.9
27 20.9
28 30.5
29 11.1
30 13.4
31 38.3
32 21.8
33 8.6
34 22.8
35 34.1
36 27.9
37 17.0
38 22.9
39 23.0
40 36.3
41 35.6
42 14.8
43 12.0
44 23.5
45 28.2
46 11.8
47 14.1
48 14.0
49 23.8
50 18.0
51 27.1
52 34.1
53 29.1
54 23.5
55 26.8
56 9.4
57 28.8
58 39.4
59 34.4
60 22.4
61 8.7
62 34.5
63 21.0
64 16.9
65 14.2
66 33.1
67 10.2
68 16.4
69 22.8
70 25.8
<task times>
1 17
2 66
3 54
4 52
5 6
6 88
7 21
8 128
9 68
10 70
11 85
12 21
13 134
14 135
15 94
16 90
17 50
18 143
19 19
20 54
21 50
22 40
23 73
24 12
25 152
26 42
27 45
28 74
29 26
30 11
31 31
32 50
33 102
34 46
35 35
36 40
37 2
38 1
39 3
40 13
41 16
42 25
43 21
44 43
45 30
46 83
47 89
48 56
49 59
50 43
51 11
52 26
53 44
54 121
55 38
56 68
57 22
58 7
59 16
60 32
61 25
62 27
63 156
64 28
65 15
66 26
67 18
68 72
69 23
70 27
<Precedence relations>
1 2 1
1 41 1
1 69 1
1 70 1
2 3 1
3 4 1
3 68 1
4 6 1
4 7 1
5 6 1
5 24 1
5 30 1
6 8 1
7 8 1
8 12 1
9 10 1
10 11 1
11 12 1
12 13 1
12 14 1
13 23 1
14 23 1
15 16 1
16 17 1
16 18 1
17 19 1
18 19 1
19 20 1
19 22 1
19 57 1
20 21 1
21 23 1
22 23 1
23 25 1
23 31 1
23 33 1
24 25 1
25 26 1
25 27 1
25 28 1
25 29 1
26 35 1
27 35 1
28 35 1
29 35 1
30 31 1
31 32 1
32 35 1
33 34 1
34 35 1
35 36 1
35 44 1
35 48 1
35 51 1
35 53 1
35 56 1
35 60 1
35 61 1
35 62 1
36 37 1
37 38 1
38 39 1
39 40 1
40 42 1
41 42 1
42 43 1
43 50 1
44 45 1
45 46 1
46 47 1
47 50 1
48 49 1
49 50 1
51 52 1
52 54 1
53 54 1
54 55 1
57 58 1
58 59 1
59 60 1
61 65 1
62 63 1
63 64 1
64 65 1
64 66 1
64 67 1
<end>
