<number of tasks>
111
<cycle time>
8847
<Cost of running a workstation per unit time>
0.05
<Fix start-up cost of each workstation>
285.00
<Recycling value>
1 435
2 2086
3 1105
4 1286
5 509
6 1778
7 2385
8 2142
9 874
10 706
11 440
12 891
13 544
14 2426
15 1919
16 832
17 1258
18 764
19 657
20 594
21 2451
22 2478
23 744
24 2242
25 2409
26 1167
27 1381
28 710
29 2204
30 1946
31 2075
32 1030
33 928
34 1529
35 1115
36 1167
37 807
38 717
39 870
40 2300
41 1828
42 1610
43 1527
44 1622
45 979
46 1531
47 711
48 994
49 1351
50 888
51 396
52 1978
53 2130
54 2475
55 2173
56 1948
57 1802
58 317
59 2023
60 580
61 2129
62 1489
63 1491
64 2077
65 1193
66 1528
67 1786
68 586
69 414
70 599
71 1760
72 991
73 2242
74 1839
75 2370
76 369
77 1299
78 1772
79 928
80 2160
81 726
82 1983
83 666
84 800
85 2475
86 947
87 1035
88 1079
89 1343
90 1833
91 2263
92 662
93 2487
94 2178
95 2286
96 2017
97 2087
98 2156
99 408
100 693
101 2193
102 1221
103 2214
104 551
105 813
106 780
107 910
108 512
109 1257
110 1456
111 1732
<Cost of performing task>
1 1112.5
2 592.2
3 647.9
4 868.4
5 1154.3
6 983.6
7 732.4
8 424.7
9 305.6
10 451.1
11 597.7
12 1013.3
13 1307.1
14 986.2
15 508.5
16 795.3
17 572.9
18 1206.4
19 825.5
20 1299.1
21 965.7
22 1266.7
23 1172.9
24 700.4
25 1286.3
26 1094.4
27 1084.4
28 565.3
29 532.5
30 848.0
31 1420.5
32 717.8
33 1420.3
34 360.6
35 614.9
36 1143.1
37 1001.1
38 1365.5
39 611.1
40 497.2
41 1195.1
42 1355.6
43 454.4
44 1291.7
45 915.1
46 541.6
47 443.0
48 1152.2
49 1190.7
50 1001.7
51 1080.8
52 469.9
53 781.1
54 1103.0
55 315.2
56 461.7
57 698.3
58 1181.4
59 652.3
60 994.3
61 1247.4
62 912.5
63 849.7
64 323.7
65 393.8
66 509.6
67 930.7
68 634.4
69 1029.0
70 370.5
71 815.9
72 830.5
73 343.6
74 675.9
75 906.1
76 921.5
77 936.9
78 633.9
79 683.0
80 357.3
81 996.2
82 1247.8
83 1342.5
84 720.4
85 1294.3
86 781.4
87 969.4
88 710.3
89 602.4
90 1265.8
91 753.1
92 772.5
93 1376.5
94 740.0
95 1025.2
96 911.6
97 492.9
98 1119.2
99 1090.9
100 352.6
101 421.0
102 894.0
103 1179.4
104 1059.4
105 1138.8
106 975.2
107 1323.0
108 602.5
109 958.2
110 1363.8
111 382.2
<task times>
1 1960
2 1715
3 735
4 1715
5 490
6 1225
7 169
8 2252
9 1225
10 2319
11 1715
12 980
13 735
14 2281
15 2750
16 77
17 89
18 51
19 364
20 405
21 3060
22 125
23 3429
24 43
25 3430
26 1960
27 29
28 27
29 15
30 121
31 1715
32 2127
33 1470
34 4037
35 68
36 62
37 42
38 364
39 4998
40 1470
41 2963
42 5689
43 68
44 18
45 10
46 81
47 5200
48 39
49 67
50 27
51 15
52 121
53 58
54 1715
55 125
56 4010
57 1470
58 1470
59 2303
60 1960
61 2205
62 4018
63 2744
64 2999
65 735
66 735
67 735
68 735
69 545
70 3386
71 3234
72 2205
73 2206
74 490
75 825
76 3528
77 3568
78 1200
79 618
80 1470
81 1715
82 735
83 1960
84 2889
85 618
86 490
87 735
88 490
89 921
90 326
91 5390
92 243
93 371
94 58
95 5059
96 1225
97 769
98 768
99 1670
100 1670
101 490
102 202
103 203
104 202
105 2744
106 162
107 324
108 162
109 121
110 162
111 91
<Precedence relations>
1 2 1
2 3 1
3 4 1
4 5 1
4 6 1
4 7 1
4 8 1
4 9 1
4 10 1
5 39 1
6 39 1
7 83 1
8 71 1
9 32 1
10 11 1
10 12 1
11 13 1
11 14 1
11 15 1
11 16 1
11 17 1
11 18 1
11 19 1
11 20 1
11 21 1
12 13 1
12 14 1
12 15 1
12 16 1
12 17 1
12 18 1
12 19 1
12 20 1
12 21 1
13 71 1
14 22 1
14 23 1
14 24 1
14 25 1
15 26 1
16 27 1
17 28 1
18 29 1
19 30 1
20 91 1
21 111 1
22 31 1
22 83 1
23 32 1
23 33 1
24 69 1
24 70 1
25 34 1
26 82 1
27 35 1
28 36 1
29 37 1
30 38 1
31 39 1
32 41 1
33 111 1
34 42 1
35 43 1
36 44 1
36 91 1
37 45 1
37 91 1
38 46 1
38 91 1
39 40 1
40 111 1
41 69 1
41 70 1
42 47 1
43 48 1
43 49 1
44 50 1
45 51 1
46 52 1
47 54 1
47 55 1
47 56 1
47 57 1
47 58 1
47 59 1
47 60 1
48 53 1
49 91 1
50 111 1
51 111 1
52 111 1
53 111 1
54 69 1
54 70 1
55 61 1
55 62 1
55 63 1
56 63 1
56 64 1
57 65 1
57 91 1
58 66 1
58 91 1
59 67 1
59 91 1
60 68 1
60 91 1
61 69 1
61 70 1
62 71 1
63 111 1
64 72 1
65 111 1
66 111 1
67 111 1
68 111 1
69 77 1
69 78 1
70 73 1
71 91 1
72 74 1
73 75 1
74 76 1
75 77 1
75 78 1
75 79 1
76 80 1
76 81 1
76 82 1
77 83 1
78 84 1
79 85 1
80 86 1
80 91 1
