<number of tasks>
89
<cycle time>
15
<Cost of running a workstation per unit time>
0.05
<Fix start-up cost of each workstation>
1.00
<Recycling value>
1 7
2 6
3 9
4 2
5 2
6 4
7 6
8 5
9 3
10 3
11 8
12 7
13 5
14 3
15 8
16 8
17 2
18 8
19 7
20 5
21 2
22 3
23 7
24 6
25 6
26 1
27 8
28 5
29 2
30 6
31 4
32 6
33 6
34 7
35 4
36 2
37 6
38 8
39 8
40 6
41 4
42 2
43 3
44 3
45 7
46 6
47 4
48 3
49 4
50 5
51 8
52 5
53 7
54 5
55 5
56 4
57 2
58 5
59 2
60 2
61 2
62 1
63 3
64 5
65 7
66 6
67 8
68 3
69 6
70 3
71 6
72 4
73 9
74 5
75 8
76 3
77 4
78 8
79 4
80 1
81 6
82 2
83 2
84 6
85 3
86 4
87 3
88 5
89 5
<Cost of performing task>
1 2.3
2 3.2
3 5.0
4 3.9
5 3.1
6 4.2
7 4.2
8 2.8
9 1.1
10 3.0
11 1.2
12 1.9
13 4.0
14 3.8
15 3.0
16 3.3
17 4.5
18 4.5
19 3.1
20 3.0
21 4.6
22 3.4
23 2.4
24 1.8
25 1.7
26 2.6
27 3.9
28 3.9
29 2.5
30 1.4
31 1.1
32 3.9
33 1.9
34 4.1
35 3.1
36 4.0
37 1.4
38 2.2
39 4.0
40 3.8
41 2.6
42 2.4
43 3.8
44 2.8
45 3.3
46 4.7
47 3.1
48 3.0
49 4.8
50 3.0
51 5.0
52 5.0
53 4.1
54 2.0
55 2.2
56 2.4
57 3.4
58 1.4
59 2.4
60 2.1
61 1.6
62 2.7
63 1.7
64 2.6
65 1.7
66 1.6
67 4.9
68 4.3
69 4.0
70 3.9
71 3.9
72 4.9
73 1.8
74 4.3
75 4.5
76 4.3
77 2.8
78 3.1
79 4.8
80 3.5
81 3.0
82 3.7
83 3.1
84 1.5
85 2.1
86 2.8
87 3.3
88 2.8
89 1.9
<task times>
1 1
2 2
3 3
4 4
5 5
6 6
7 7
8 8
9 9
10 10
11 1
12 2
13 3
14 4
15 5
16 6
17 7
18 8
19 9
20 10
21 1
22 2
23 3
24 4
25 5
26 6
27 7
28 8
29 9
30 10
31 1
32 2
33 3
34 4
35 5
36 6
37 7
38 8
39 9
40 10
41 1
42 2
43 3
44 4
45 5
46 6
47 7
48 8
49 9
50 10
51 1
52 2
53 3
54 4
55 5
56 6
57 7
58 8
59 9
60 10
61 1
62 2
63 3
64 4
65 5
66 6
67 7
68 8
69 9
70 10
71 1
72 2
73 3
74 4
75 5
76 6
77 7
78 8
79 9
80 10
81 1
82 2
83 3
84 4
85 5
86 6
87 7
88 8
89 9
<Precedence relations>
1 2 1
2 3 1
3 4 1
4 5 1
4 6 1
4 7 1
4 8 1
4 9 1
5 10 1
6 11 1
7 12 1
8 18 1
9 18 1
10 14 1
11 12 1
12 13 1
13 14 1
14 15 1
14 16 1
15 17 1
16 54 1
17 18 1
18 19 1
18 20 1
19 22 1
20 21 1
20 28 1
21 54 1
22 23 1
23 24 1
24 25 1
25 26 1
25 27 1
25 29 1
26 37 1
27 33 1
28 29 1
29 31 1
30 54 1
31 32 1
32 33 1
33 34 1
34 35 1
35 36 1
35 37 1
36 38 1
37 38 1
38 39 1
39 40 1
39 41 1
39 42 1
39 43 1
40 44 1
41 53 1
42 53 1
43 45 1
44 52 1
45 46 1
46 47 1
47 48 1
47 49 1
49 50 1
50 51 1
51 52 1
52 53 1
53 68 1
53 69 1
53 70 1
53 71 1
54 55 1
55 56 1
56 57 1
57 58 1
57 59 1
57 60 1
57 61 1
57 62 1
57 63 1
57 64 1
57 65 1
57 66 1
58 67 1
59 67 1
60 67 1
61 67 1
62 67 1
63 67 1
64 67 1
65 67 1
66 67 1
67 73 1
68 72 1
69 72 1
70 72 1
71 73 1
72 78 1
72 80 1
73 74 1
74 75 1
74 76 1
75 77 1
76 81 1
77 78 1
78 79 1
79 81 1
80 81 1
80 87 1
81 82 1
81 84 1
81 85 1
82 83 1
83 86 1
84 86 1
85 86 1
86 87 1
86 89 1
87 88 1
87 89 1
<end>
