<number of tasks>
70
<cycle time>
173
<Cost of running a workstation per unit time>
0.05
<Fix start-up cost of each workstation>
8.00
<Recycling value>
1 9
2 30
3 45
4 23
5 69
6 18
7 15
8 27
9 29
10 21
11 21
12 40
13 14
14 72
15 16
16 54
17 31
18 51
19 53
20 50
21 15
22 34
23 41
24 24
25 45
26 35
27 60
28 23
29 68
30 20
31 43
32 45
33 50
34 54
35 27
36 38
37 15
38 59
39 27
40 57
41 35
42 37
43 13
44 12
45 25
46 13
47 64
48 49
49 65
50 28
51 39
52 21
53 69
54 50
55 59
56 60
57 64
58 38
59 19
60 19
61 23
62 36
63 57
64 38
65 56
66 51
67 17
68 41
69 62
70 53
<Cost of performing task>
1 15.1
2 23.1
3 28.2
4 14.6
5 13.0
6 31.1
7 10.0
8 10.5
9 20.2
10 32.0
11 31.0
12 26.5
13 18.3
14 30.9
15 38.9
16 38.6
17 19.1
18 38.9
19 12.2
20 19.2
21 10.6
22 20.2
23 29.9
24 14.3
25 22.7
26 24.2
27 30.7
28 14.0
29 13.5
30 8.7
31 22.1
32 29.1
33 30.0
34 25.4
35 24.9
36 12.6
37 22.0
38 30.1
39 38.8
40 18.2
41 29.8
42 23.6
43 13.6
44 15.2
45 20.8
46 13.8
47 34.3
48 25.8
49 8.8
50 13.8
51 12.8
52 17.7
53 19.6
54 34.8
55 11.9
56 33.7
57 11.0
58 9.8
59 32.9
60 24.2
61 39.1
62 37.8
63 33.0
64 28.5
65 28.3
66 14.1
67 12.5
68 22.9
69 21.3
70 14.5
<GHG saved when resuing part>
1 34.2
2 4.6
3 8.2
4 10.4
5 4.2
6 29.9
7 0.3
8 7.1
9 25.2
10 21.1
11 8.8
12 38.6
13 15.9
14 23.3
15 32.4
16 3.3
17 25.1
18 9.4
19 0.6
20 18.9
21 0.9
22 8.9
23 33.3
24 9.0
25 0.6
26 37.0
27 17.6
28 22.0
29 37.4
30 6.2
31 27.0
32 5.6
33 1.5
34 17.1
35 1.5
36 1.2
37 4.2
38 0.1
39 32.8
40 8.5
41 25.9
42 26.2
43 16.3
44 19.4
45 36.1
46 6.4
47 17.5
48 39.7
49 1.2
50 32.7
51 3.1
52 6.8
53 11.2
54 7.9
55 6.1
56 5.3
57 36.7
58 30.7
59 35.6
60 38.3
61 36.6
62 30.1
63 25.7
64 8.6
65 38.1
66 4.2
67 2.4
68 5.1
69 7.4
70 25.6
<GHG producted when removing part>
1 0.0
2 0.6
3 0.4
4 0.9
5 0.5
6 0.7
7 0.0
8 0.7
9 0.6
10 0.4
11 0.6
12 0.9
13 0.7
14 0.9
15 0.2
16 0.7
17 0.3
18 0.9
19 0.7
20 0.8
21 0.8
22 0.0
23 0.5
24 0.6
25 0.8
26 0.7
27 0.6
28 0.4
29 0.3
30 0.7
31 0.2
32 0.3
33 0.0
34 0.3
35 0.8
36 0.2
37 1.0
38 0.5
39 1.0
40 0.3
41 0.5
42 0.5
43 0.1
44 0.1
45 0.0
46 0.8
47 0.5
48 0.6
49 0.4
50 0.8
51 0.6
52 0.4
53 0.5
54 0.9
55 0.8
56 0.3
57 0.4
58 0.6
59 0.7
60 0.5
61 0.1
62 0.1
63 0.6
64 0.0
65 0.1
66 0.4
67 0.6
68 0.7
69 0.2
70 0.9
<task times>
1 17
2 66
3 54
4 52
5 6
6 88
7 21
8 128
9 68
10 70
11 85
12 21
13 134
14 135
15 94
16 90
17 50
18 143
19 19
20 54
21 50
22 40
23 73
24 12
25 152
26 42
27 45
28 74
29 26
30 11
31 31
32 50
33 102
34 46
35 35
36 40
37 2
38 1
39 3
40 13
41 16
42 25
43 21
44 43
45 30
46 83
47 89
48 56
49 59
50 43
51 11
52 26
53 44
54 121
55 38
56 68
57 22
58 7
59 16
60 32
61 25
62 27
63 156
64 28
65 15
66 26
67 18
68 72
69 23
70 27
<precedence relations>
1 2 1
1 41 1
1 69 1
1 70 1
2 3 1
3 4 1
3 68 1
4 6 1
4 7 1
5 6 1
5 24 1
5 30 1
6 8 1
7 8 1
8 12 1
9 10 1
10 11 1
11 12 1
12 13 1
12 14 1
13 23 1
14 23 1
15 16 1
16 17 1
16 18 1
17 19 1
18 19 1
19 20 1
19 22 1
19 57 1
20 21 1
21 23 1
22 23 1
23 25 1
23 31 1
23 33 1
24 25 1
25 26 1
25 27 1
25 28 1
25 29 1
26 35 1
27 35 1
28 35 1
29 35 1
30 31 1
31 32 1
32 35 1
33 34 1
34 35 1
35 36 1
35 44 1
35 48 1
35 51 1
35 53 1
35 56 1
35 60 1
35 61 1
35 62 1
36 37 1
37 38 1
38 39 1
39 40 1
40 42 1
41 42 1
42 43 1
43 50 1
44 45 1
45 46 1
46 47 1
47 50 1
48 49 1
49 50 1
51 52 1
52 54 1
53 54 1
54 55 1
57 58 1
58 59 1
59 60 1
61 65 1
62 63 1
63 64 1
64 65 1
64 66 1
64 67 1
<end>
