<number of tasks>
83
<cycle time>
6842
<Cost of running a workstation per unit time>
0.05
<Fix start-up cost of each workstation>
185.00
<Recycling value>
1 888
2 1592
3 1244
4 1267
5 1135
6 909
7 917
8 1449
9 868
10 365
11 652
12 235
13 277
14 412
15 904
16 951
17 1216
18 587
19 1127
20 686
21 1405
22 1489
23 326
24 1660
25 1052
26 657
27 273
28 387
29 985
30 759
31 461
32 444
33 472
34 910
35 228
36 1225
37 705
38 967
39 462
40 1273
41 389
42 1468
43 1365
44 1178
45 359
46 1543
47 1044
48 1382
49 1265
50 229
51 269
52 542
53 1371
54 302
55 1165
56 307
57 1173
58 1358
59 263
60 495
61 459
62 594
63 816
64 361
65 1492
66 775
67 936
68 269
69 638
70 911
71 770
72 1239
73 1037
74 1598
75 686
76 948
77 1202
78 598
79 1559
80 1414
81 1616
82 1123
83 1128
<Cost of performing task>
1 695.3
2 273.3
3 617.0
4 689.6
5 312.4
6 867.0
7 249.8
8 451.5
9 307.1
10 304.8
11 370.8
12 599.9
13 455.0
14 187.2
15 775.5
16 487.7
17 858.6
18 786.1
19 830.0
20 646.5
21 678.9
22 499.9
23 860.3
24 763.4
25 659.3
26 596.8
27 706.9
28 558.2
29 808.8
30 702.2
31 574.4
32 865.9
33 687.3
34 310.9
35 855.3
36 516.7
37 911.4
38 661.3
39 364.6
40 663.6
41 879.0
42 758.9
43 768.9
44 861.9
45 812.9
46 353.1
47 418.2
48 551.8
49 806.1
50 307.7
51 265.9
52 398.7
53 819.5
54 461.8
55 497.5
56 720.0
57 771.4
58 595.6
59 358.9
60 686.6
61 517.9
62 786.7
63 700.4
64 731.2
65 269.4
66 408.9
67 681.3
68 921.0
69 446.0
70 661.5
71 558.8
72 686.4
73 923.3
74 200.5
75 341.3
76 924.7
77 641.4
78 393.1
79 539.2
80 542.8
81 499.7
82 441.3
83 386.9
<GHG saved when resuing part>
1 32.4
2 1.8
3 18.5
4 0.0
5 1.8
6 7.9
7 25.5
8 9.7
9 15.1
10 22.3
11 21.6
12 6.8
13 39.7
14 37.0
15 6.5
16 9.1
17 6.9
18 14.0
19 35.4
20 10.8
21 0.2
22 8.7
23 4.9
24 4.5
25 38.6
26 4.0
27 39.1
28 8.8
29 26.4
30 7.4
31 1.8
32 11.3
33 5.9
34 5.4
35 21.5
36 37.3
37 23.8
38 5.8
39 28.0
40 30.9
41 2.7
42 17.0
43 2.1
44 35.6
45 30.4
46 30.0
47 7.3
48 2.9
49 11.0
50 39.1
51 23.9
52 36.7
53 35.7
54 21.5
55 22.5
56 3.1
57 30.8
58 39.2
59 7.7
60 8.7
61 10.2
62 21.5
63 13.4
64 27.0
65 10.1
66 6.4
67 8.4
68 9.6
69 6.5
70 2.9
71 4.8
72 8.9
73 19.8
74 7.7
75 29.5
76 24.0
77 7.3
78 4.9
79 35.1
80 33.3
81 22.8
82 4.3
83 2.4
<GHG producted when removing part>
1 0.6
2 0.3
3 1.0
4 0.4
5 0.0
6 0.2
7 0.4
8 1.0
9 0.9
10 0.2
11 0.9
12 0.3
13 0.6
14 0.2
15 0.3
16 0.8
17 0.1
18 0.4
19 0.5
20 0.6
21 0.2
22 0.1
23 0.2
24 0.9
25 0.5
26 0.4
27 1.0
28 0.6
29 0.4
30 0.9
31 0.9
32 0.9
33 0.6
34 0.3
35 0.6
36 0.9
37 1.0
38 0.5
39 0.6
40 0.8
41 1.0
42 0.3
43 0.7
44 0.9
45 0.4
46 0.7
47 0.9
48 0.3
49 0.9
50 0.6
51 0.7
52 0.7
53 0.9
54 0.2
55 0.6
56 0.7
57 0.7
58 0.8
59 0.1
60 0.2
61 0.8
62 0.4
63 0.1
64 0.3
65 0.6
66 0.6
67 0.9
68 0.3
69 0.9
70 0.1
71 0.1
72 0.1
73 0.6
74 0.0
75 0.5
76 0.4
77 0.2
78 0.7
79 0.9
80 0.7
81 0.3
82 0.8
83 0.3
<task times>
1 1673
2 985
3 1836
4 973
5 1700
6 2881
7 2231
8 1040
9 1793
10 1250
11 700
12 464
13 500
14 1133
15 577
16 483
17 880
18 667
19 600
20 233
21 408
22 847
23 767
24 850
25 780
26 912
27 748
28 1863
29 714
30 1004
31 713
32 642
33 629
34 1234
35 1143
36 1266
37 792
38 1251
39 1310
40 663
41 494
42 1288
43 792
44 578
45 594
46 578
47 622
48 578
49 564
50 578
51 578
52 578
53 578
54 578
55 578
56 578
57 578
58 578
59 578
60 578
61 578
62 578
63 578
64 578
65 578
66 578
67 578
68 578
69 467
70 887
71 396
72 1296
73 1100
74 2543
75 764
76 357
77 701
78 1164
79 286
80 2100
81 450
