<number of tasks>
32
<cycle time>
2357
<Cost of running a workstation per unit time>
0.05
<Fix start-up cost of each workstation>
70.00
<Recycling value>
1 310
2 411
3 133
4 249
5 483
6 457
7 314
8 303
9 210
10 263
11 116
12 400
13 617
14 303
15 579
16 141
17 157
18 570
19 256
20 490
21 363
22 623
23 106
24 378
25 574
26 525
27 150
28 459
29 131
30 551
31 276
32 276
<Cost of performing task>
1 190.9
2 331.4
3 110.2
4 225.1
5 242.1
6 183.3
7 118.7
8 325.8
9 133.8
10 169.4
11 188.2
12 102.8
13 99.0
14 231.2
15 251.2
16 173.8
17 283.2
18 133.6
19 259.4
20 281.9
21 229.6
22 278.2
23 196.3
24 241.8
25 135.1
26 169.5
27 267.9
28 79.9
29 143.8
30 125.3
31 275.1
32 147.5
<GHG saved when resuing part>
1 10.5
2 36.5
3 9.0
4 11.6
5 4.5
6 37.4
7 32.3
8 7.8
9 7.9
10 26.4
11 9.8
12 6.5
13 2.1
14 8.2
15 7.7
16 6.5
17 18.5
18 3.3
19 36.5
20 1.6
21 27.0
22 3.3
23 8.6
24 8.2
25 4.9
26 19.7
27 10.8
28 9.7
29 2.9
30 10.3
31 23.8
32 6.5
<GHG producted when removing part>
1 0.2
2 0.9
3 0.1
4 0.4
5 0.9
6 0.4
7 0.1
8 0.6
9 0.9
10 0.5
11 0.0
12 0.8
13 0.4
14 0.4
15 0.1
16 0.1
17 0.8
18 0.5
19 0.7
20 0.5
21 0.4
22 0.6
23 0.1
24 0.8
25 0.4
26 0.2
27 0.9
28 0.5
29 0.7
30 0.6
31 0.4
32 0.1
<task times>
1 458
2 276
3 520
4 1400
5 352
6 196
7 214
8 456
9 646
10 512
11 408
12 262
13 544
14 202
15 458
16 694
17 616
18 678
19 328
20 324
21 100
22 352
23 544
24 500
25 382
26 858
27 388
28 352
29 428
30 238
31 258
32 196
<precedence relations>
1 5 1
2 6 1
3 9 1
4 15 1
5 6 1
6 7 1
6 8 1
6 9 1
7 21 1
8 21 1
9 10 1
9 11 1
10 16 1
11 12 1
12 13 1
13 14 1
13 15 1
14 16 1
14 17 1
15 17 1
16 18 1
17 19 1
18 21 1
19 20 1
20 21 1
21 22 1
21 23 1
21 24 1
22 25 1
23 32 1
24 32 1
25 26 1
26 27 1
27 28 1
28 29 1
29 30 1
30 31 1
31 32 1
<end>
